epoch,train_loss,val_loss,val_accuracy
1,0.5562531876648975,0.5259944542491147,0.7358254766499035
2,0.4788570105932673,0.5221229423546605,0.7407544415672709
3,0.37617386178317225,0.5726893794722399,0.7214085042141151
4,0.2999013607532423,0.6494705969999303,0.7045520440707451
5,0.2502716383407478,0.7337511497180995,0.7001629657771868
6,0.19455190292946056,0.7946941408417514,0.7026424450865318
7,0.1773500162339953,0.8552159249637753,0.698513312204437
